face_label,face_encoding,matched_shots,count,matched_videos,vid_appearance_count
face_32,"[-1.52581871e-01 -2.66488642e-03 -4.03457321e-03  1.42458333e-02
 -1.52074486e-01 -5.01838326e-02 -8.17843825e-02 -4.95082997e-02
  2.02102259e-01 -8.72334391e-02  2.31771946e-01  2.01411545e-04
 -2.06218109e-01 -4.32445258e-02 -7.73995966e-02  1.23108134e-01
 -6.60343617e-02 -1.10756293e-01 -3.09110135e-02 -3.77563909e-02
  4.42144200e-02 -2.17281915e-02  3.40284109e-02  1.14797086e-01
 -8.18695500e-02 -3.81007165e-01 -1.37474075e-01 -1.42596170e-01
 -6.49789348e-03 -1.09535098e-01 -2.03633215e-02  9.77709070e-02
 -1.76546514e-01 -7.92779028e-02  3.20442319e-02  8.62340704e-02
 -5.70292100e-02  3.46316546e-02  2.14397132e-01  8.05267021e-02
 -1.22771889e-01  4.89929914e-02 -4.22722101e-02  3.10434371e-01
  1.18093774e-01  1.10599041e-01  4.46399078e-02 -1.45416677e-01
  1.14171982e-01 -1.79062873e-01  1.00692660e-01  2.00726584e-01
  1.72560364e-01  2.87091658e-02  9.64585990e-02 -1.26642302e-01
  6.67945445e-02  9.54331160e-02 -2.58782655e-01  1.00300327e-01
  3.55031639e-02 -1.73801500e-02 -1.10392198e-02 -8.15423205e-02
  2.59342790e-01  1.30070016e-01 -8.23503509e-02 -1.01794474e-01
  2.09344923e-01 -1.56467900e-01 -9.29104164e-03  6.32396042e-02
 -1.27176821e-01 -2.62307465e-01 -2.21785173e-01  7.60006607e-02
  4.21727896e-01  1.75372064e-01 -2.15007573e-01  3.60979885e-02
 -8.89682844e-02 -1.01676889e-01  2.32864320e-02  5.31843826e-02
 -8.71961266e-02 -5.60452268e-02 -7.84988999e-02 -2.34149694e-02
  1.60284907e-01 -7.00213015e-03  2.67304629e-02  2.05732942e-01
  4.72641326e-02  2.41242051e-02  7.57780150e-02 -2.24867091e-02
 -1.39378488e-01 -1.08930245e-02 -1.37370571e-01 -3.57149690e-02
 -1.23048767e-01 -1.07772797e-01 -7.52024353e-03 -3.09863240e-02
 -1.58233970e-01  1.31835595e-01 -1.43792033e-02 -9.68882516e-02
 -1.20236933e-01  4.72278148e-02 -1.79462910e-01 -6.61564246e-02
  1.48754358e-01 -2.85310805e-01  2.53548414e-01  1.13782778e-01
  1.08240642e-01  2.13900968e-01  5.24866544e-02  1.23023227e-01
 -3.66327167e-02 -4.65535969e-02 -8.98496509e-02 -5.33023626e-02
  7.20999986e-02 -4.04456407e-02  3.14781517e-02  2.42541358e-02]",['7293266381401754881.mp4_scene_7'],1,['7293266381401754881'],1
face_6,"[-0.08673207  0.05893606 -0.00752293  0.00131971 -0.02996279 -0.05649159
  0.00624211 -0.08436619  0.20817433 -0.03843906  0.16784982  0.05015447
 -0.24482456 -0.05112283 -0.09905498  0.11782532 -0.14623645 -0.07440147
 -0.08753504 -0.0889139   0.14687893  0.05888329  0.10373875 -0.0170319
 -0.1246524  -0.23153865 -0.10855712 -0.07263102  0.07922327 -0.10556965
  0.04178604  0.00529405 -0.20920454 -0.10123291  0.01026903  0.04284781
  0.01018287 -0.03416144  0.16937093  0.04444534 -0.11061044  0.05375181
  0.02340217  0.28181624  0.14262147  0.06602205  0.0184823  -0.12019211
  0.06873824 -0.2463498   0.06598234  0.1134741   0.0390611   0.08678
  0.1060438  -0.20778307  0.05544043  0.08062917 -0.18477967  0.08225261
  0.04336745  0.02544162  0.06374107  0.00071258  0.13046919  0.00745096
 -0.08791141 -0.08437156  0.07906166 -0.13607389  0.04485695  0.04873999
 -0.10212634 -0.18071316 -0.29642415  0.04942645  0.41484204  0.11314608
 -0.08235993  0.07841249 -0.08808833 -0.02560714  0.0257071  -0.02126351
 -0.1054219   0.05790352 -0.12067369  0.0856335   0.13809453 -0.04203181
 -0.04568064  0.22698998 -0.01354298 -0.00815473  0.0526586   0.10802584
 -0.15133816  0.01646828 -0.1005094   0.0089469   0.03743636 -0.16258752
  0.04658815  0.05036423 -0.15027696  0.09394041 -0.01656613 -0.06084543
 -0.10043715  0.02846666 -0.17159364  0.01876883  0.1293444  -0.23860539
  0.28304982  0.21059573 -0.00175572  0.16790414  0.05496962  0.08826714
 -0.04342144  0.04786468 -0.01483118 -0.08192018 -0.02101769  0.02332024
  0.0808423   0.0588496 ]",['7295335070162849026.mp4_scene_13'],1,['7295335070162849026'],1
face_34,"[-1.50875434e-01  5.03197089e-02  4.72804978e-02 -8.04326460e-02
 -1.33729547e-01 -3.44096348e-02 -3.98450568e-02 -1.38379186e-01
  1.46177888e-01 -9.98226777e-02  1.81669146e-01  4.20319512e-02
 -3.04924995e-01 -5.97959422e-02  1.72685161e-02  3.80615778e-02
 -1.01158857e-01 -5.31394444e-02 -1.44561484e-01 -1.39686406e-01
  3.27915326e-02  2.82608569e-02  6.64747804e-02  6.57888800e-02
 -1.42691225e-01 -2.22928271e-01 -1.10370867e-01 -1.59112707e-01
  6.13508262e-02 -1.50600731e-01 -9.66169871e-03 -1.19524524e-02
 -1.07625186e-01 -9.75935534e-02  1.77986100e-02  4.12611663e-02
 -9.62583423e-02 -9.35048759e-02  2.43138254e-01 -6.88566715e-02
 -1.41963914e-01  9.98535752e-03  3.18889767e-02  2.10518897e-01
  1.71042979e-01  1.03134755e-02  6.04238175e-02 -1.55474842e-01
  1.84680954e-01 -1.73048705e-01  8.32064003e-02  1.84311837e-01
  1.38233334e-01  5.51714227e-02  1.29579529e-01 -1.59063354e-01
  8.62205923e-02  1.56249404e-01 -2.98872054e-01  7.07735568e-02
  6.42102659e-02 -9.93120074e-02 -7.18448088e-02 -1.43935457e-02
  1.29200175e-01  7.32010826e-02 -1.06826402e-01 -1.71882689e-01
  1.83198273e-01 -1.81007653e-01 -4.70292307e-02  1.59974113e-01
 -1.42256558e-01 -2.29751796e-01 -2.23207533e-01  2.59973258e-02
  3.90551090e-01  2.29181290e-01 -1.22522205e-01  7.91698247e-02
 -1.55399337e-01 -1.33835435e-01 -3.09225470e-02  6.11915365e-02
 -1.01796001e-01 -1.35243982e-02 -2.44455859e-02  1.00193739e-01
  1.15439840e-01 -1.46854073e-02 -1.12742186e-04  2.44018525e-01
  1.28407374e-01 -2.91615501e-02  4.29783352e-02  3.08297127e-02
 -1.77293643e-01 -4.88396697e-02 -8.07271227e-02 -5.48577160e-02
  7.62539282e-02 -1.15233935e-01  8.67474005e-02  2.71343216e-02
 -2.37186968e-01  2.50420868e-01 -5.08727133e-03 -7.36962557e-02
 -6.69484138e-02 -1.09533489e-01 -7.64389336e-02  5.27000427e-02
  1.95048869e-01 -3.38242471e-01  1.93174124e-01  1.72622710e-01
  1.17532402e-01  1.63274407e-01  3.65164205e-02  5.14485687e-03
  2.93096006e-02 -5.51202223e-02 -1.38559371e-01 -9.21950489e-02
  6.93754405e-02 -4.70614210e-02  1.16001815e-01  4.52535823e-02]",['7293266381401754881.mp4_scene_9'],1,['7293266381401754881'],1
face_27,"[-0.0960235   0.0618902   0.12057331 -0.04706127 -0.09460353  0.01817794
 -0.10880674 -0.00632793  0.10663078 -0.15693276  0.14376396 -0.03657868
 -0.15736638  0.05522216 -0.07687132  0.16955289 -0.03771555 -0.1035822
 -0.11562431 -0.12440551 -0.03302212  0.1135159  -0.12878439  0.048392
 -0.11748818 -0.24839807 -0.04238407 -0.03307418 -0.01801093 -0.08684431
 -0.10557786  0.07088906 -0.11103877 -0.03078815  0.07909639  0.08038427
  0.01281217  0.03227042  0.14897145  0.04992211 -0.13122241  0.09057912
  0.09604091  0.31301826  0.13660727  0.08475578  0.01462074 -0.06558625
  0.14615396 -0.26806283  0.04418623  0.10281962  0.08280496  0.08335476
  0.06930907 -0.16250336 -0.01413175  0.13372067 -0.13444453  0.12868012
  0.0342956  -0.06621797 -0.0573605  -0.05037268  0.21984431  0.0870138
 -0.11656548 -0.15794182  0.14124188 -0.14907242 -0.03709535  0.04050335
 -0.05880629 -0.12568665 -0.22162187  0.12897369  0.42144525  0.18489531
 -0.19065309  0.06390195 -0.01312895 -0.06667493  0.06888428  0.03033334
 -0.10879888 -0.01510269  0.00984002  0.04124899  0.25627488  0.05233347
  0.04300534  0.17693305  0.0462229   0.01137513  0.0010332   0.03001583
 -0.14195678 -0.0459105  -0.13664334 -0.0345823   0.02340906 -0.06518795
  0.05392868  0.13320874 -0.2299843   0.21505943 -0.07627572 -0.04777798
 -0.01367315  0.15364212 -0.0932079  -0.02349664  0.16842167 -0.18407425
  0.09878302  0.15599379  0.09656809  0.11304504  0.11763497  0.05125834
  0.05883539  0.04419569 -0.12765521 -0.12468095  0.09018148 -0.08378883
  0.06246522  0.05749281]",['7293266381401754881.mp4_scene_2'],1,['7293266381401754881'],1
face_36,"[-0.16351633  0.13395539  0.07394645 -0.01017547 -0.14884549 -0.06697854
 -0.05404352 -0.02741773  0.15576805 -0.00559289  0.1429406  -0.0651685
 -0.15533504 -0.04851636 -0.07636996  0.10137989 -0.18589422 -0.10213459
  0.02092471 -0.02837022  0.08171727  0.01647053  0.01536997  0.08697912
 -0.15346029 -0.29772243 -0.11774962 -0.17553629  0.03723998 -0.09914881
 -0.00868781 -0.07584787 -0.18916032 -0.11072002 -0.00536738  0.06210292
 -0.0234024  -0.09929568  0.14392115 -0.00327156 -0.09663138 -0.04504387
  0.03594613  0.25537461  0.0807341   0.10447751  0.03567919 -0.05313469
  0.12975106 -0.21988603  0.08908334  0.11348269  0.06521916  0.06709704
  0.10902607 -0.14075339  0.07940552  0.15874758 -0.27089471  0.0715488
 -0.01357844  0.09125593  0.01009937 -0.00103723  0.25643072  0.17551321
 -0.04202905 -0.13906994  0.18661553 -0.16739646 -0.05599549  0.05477827
 -0.04177029 -0.16612953 -0.24070001  0.07104555  0.44684011  0.16285634
 -0.14951906 -0.00386028 -0.05903689 -0.09678268  0.03426025  0.06122696
 -0.12296064  0.04882334 -0.11896051  0.02517359  0.14306223 -0.0020522
  0.00973242  0.19035724  0.06222288  0.00482488  0.04835105 -0.00980811
 -0.15131697  0.06539176 -0.07729924 -0.02224944  0.10568842 -0.01618478
 -0.01801389  0.12473507 -0.15899037  0.07873484 -0.00914817 -0.13143599
 -0.12733376  0.00751041 -0.11832085 -0.02844948  0.13531305 -0.238327
  0.17686521  0.11949715 -0.01327348  0.17193471  0.01376294  0.0364277
  0.0469849  -0.03982138 -0.09866883 -0.07000089  0.06647709 -0.06913632
  0.02247551  0.03553537]",['7293266381401754881.mp4_scene_11'],1,['7293266381401754881'],1
face_29,"[-0.18139029  0.11433387  0.02735983 -0.0850582  -0.14738838  0.04508066
 -0.00118068 -0.01947309  0.11070959 -0.088459    0.17145693 -0.08212444
 -0.29164183  0.04293665 -0.06001773  0.09733926 -0.07693841 -0.10044327
 -0.11003787 -0.07852614  0.03741964  0.00160936 -0.07240308  0.06693114
 -0.12098335 -0.29305589 -0.02649482 -0.07045442  0.02229064 -0.12575109
  0.006353    0.01400486 -0.1286006  -0.0352002  -0.01608787  0.08784817
 -0.0771368  -0.05586954  0.17005622 -0.01840734 -0.11859085  0.05181569
  0.06239764  0.34406033  0.11969671  0.01962431  0.04939872 -0.07895727
  0.09195767 -0.30830193  0.04742286  0.14185834  0.12661734  0.09961686
  0.07131699 -0.09918602  0.0670656   0.13985263 -0.15462132  0.11544047
  0.15191686 -0.00580095 -0.03978832 -0.09522565  0.26455012  0.06383438
 -0.15332648 -0.09527105  0.14023212 -0.12043947 -0.07189942  0.05743646
 -0.0967678  -0.16524172 -0.22606146  0.14142311  0.3896035   0.25581869
 -0.1352931  -0.01499683 -0.1621332   0.03202528  0.05499225 -0.02201317
 -0.10076375 -0.13022389 -0.07152198  0.08324943  0.21692748  0.00771426
 -0.01849348  0.1710823   0.14263417 -0.03808284 -0.0462249   0.0369119
 -0.13060381 -0.02889901 -0.10132258  0.03615396  0.02890513 -0.0950721
  0.03897081  0.14288279 -0.23512959  0.21588892 -0.00784758 -0.03170869
  0.03292599  0.07932563 -0.12450106  0.01435012  0.13205859 -0.28536105
  0.15263358  0.19085163  0.15267155  0.07602374  0.09979836  0.00722982
  0.05027872  0.00862    -0.15779445 -0.11272897  0.06375149 -0.02978563
  0.00442976  0.06517075]",['7293266381401754881.mp4_scene_4'],1,['7293266381401754881'],1
face_23,"[-8.54460001e-02  1.36989728e-01  1.20891780e-02 -3.91084887e-02
 -1.07455187e-01  1.33865327e-03 -6.68915212e-02 -1.95662491e-02
  1.85416654e-01 -1.01659205e-02  8.72368366e-02  4.05868664e-02
 -1.92882687e-01  7.47278258e-02 -9.08815116e-02  5.44988737e-02
 -2.59003699e-01 -8.79562348e-02 -7.47354478e-02 -6.39753714e-02
  8.23950619e-02  8.14159438e-02 -3.73054519e-02  2.86953561e-02
 -9.84707475e-02 -2.37071604e-01 -5.11599891e-02 -1.47768930e-01
  8.74094665e-02 -1.47918507e-01  4.78116907e-02 -1.31549686e-03
 -1.70005590e-01 -5.62591553e-02  2.57125273e-02  6.60659745e-04
  2.48521492e-02 -6.10283762e-03  1.05994336e-01 -9.93156247e-03
 -1.02233671e-01  7.00655580e-02  6.50645867e-02  3.05774420e-01
  1.34083211e-01  1.09761238e-01 -5.37244081e-02 -2.42188275e-02
  9.78628695e-02 -2.52256811e-01  6.98026344e-02  1.60353005e-01
  2.88118012e-02  8.22308213e-02  1.15071952e-01 -2.25289792e-01
  3.91348004e-02  5.82397431e-02 -1.29665688e-01  1.50264144e-01
  8.05493593e-02  2.90406495e-03  1.14013422e-02  1.65201724e-04
  1.38580769e-01  1.89776309e-02 -6.36625737e-02 -1.19437367e-01
  6.39345944e-02 -1.43020600e-01 -2.79162489e-02  1.73057318e-02
 -9.67734903e-02 -1.14443198e-01 -1.85509533e-01  2.92723775e-02
  4.19595838e-01  1.22009479e-01 -1.19615451e-01  5.68881519e-02
 -8.20791572e-02 -3.59522589e-02  4.49500680e-02 -2.57221758e-02
 -1.05248161e-01 -4.42480966e-02 -9.00685564e-02  8.23690146e-02
  1.60586804e-01  1.45803317e-02  1.71009041e-02  1.86083436e-01
 -6.34165481e-03 -6.20916635e-02 -2.00683624e-03  1.46416873e-02
 -1.23992026e-01 -3.38292867e-03 -1.03661165e-01 -1.53546333e-02
  5.07203788e-02 -1.08393744e-01 -3.88303548e-02  1.22659259e-01
 -1.96364343e-01  6.49981126e-02  3.34578454e-02 -3.27035487e-02
 -2.19426081e-02  1.14343196e-01 -1.60934523e-01 -3.14847827e-02
  1.95709854e-01 -2.11099088e-01  2.74380565e-01  2.07763165e-01
  3.83500196e-02  9.24087465e-02  1.95586681e-03  3.94315571e-02
  1.30333379e-02  4.03809249e-02 -9.89378765e-02 -1.16192408e-01
 -4.66052443e-03 -1.80889741e-02 -4.67497408e-02  2.64525041e-02]",['7293863025751133442.mp4_scene_10'],1,['7293863025751133442'],1
face_39,"[-0.08316682  0.15159731  0.09737154 -0.03100145 -0.06220368 -0.03276253
 -0.04884789 -0.02956844  0.16589858 -0.04401372  0.23046657  0.07074527
 -0.10581649 -0.08717696 -0.01964825  0.14127365 -0.16042216 -0.11526363
 -0.05157702  0.01263277  0.06433324  0.07452678 -0.0080731   0.04285618
 -0.17629437 -0.36769617 -0.03638382 -0.06274344  0.00410917 -0.08292392
  0.01264499  0.0245019  -0.19681957 -0.04500052  0.01042681  0.08263252
 -0.04538519 -0.00672467  0.16697571  0.13858527 -0.19527395  0.13761114
 -0.02734999  0.3295072   0.21243361  0.02196677  0.07932261 -0.10286275
  0.14437953 -0.26293024  0.08846347  0.12711629  0.10076185  0.00558802
  0.09539632 -0.14278209 -0.0187068   0.10885975 -0.23168306  0.1288112
  0.0505691  -0.01188754 -0.00670723 -0.05227704  0.11332502  0.11581501
 -0.08283015 -0.16948697  0.14774516 -0.12204057 -0.07279955  0.06038111
 -0.09214882 -0.19715571 -0.3434884   0.07831702  0.3657425   0.1394655
 -0.20363893 -0.0126122  -0.05750855  0.00096021  0.05602203  0.04203077
 -0.06583529 -0.06232033 -0.10687643  0.04399848  0.2067156   0.05554915
 -0.05940894  0.21984737 -0.00113064  0.01557966 -0.0144767   0.02906209
 -0.14312491  0.07145807 -0.13847771 -0.0207689   0.0006593  -0.05612452
  0.0124591   0.16049129 -0.20929947  0.17465609 -0.03109861 -0.01490996
 -0.00153925  0.08285186 -0.17661467 -0.00564149  0.13605615 -0.1847773
  0.26747793  0.18743896  0.066388    0.09162976  0.1264604  -0.0032905
 -0.00737374  0.00274307 -0.17349754 -0.04685967 -0.00273288 -0.06093712
  0.05839182  0.04674925]",['7293266381401754881.mp4_scene_16'],1,['7293266381401754881'],1
face_42,"[-0.09442477  0.05670816  0.08021643 -0.03675335 -0.05819227 -0.04224475
 -0.00980145 -0.06674234  0.1990892  -0.05320388  0.16711436  0.07980572
 -0.17588869 -0.00203679 -0.00461145  0.11689322 -0.1171114  -0.14084148
 -0.15187915 -0.17714141 -0.02137832  0.04921944  0.04136354 -0.03561462
 -0.19319154 -0.20776503 -0.06942576 -0.07707615  0.14632072 -0.11743256
  0.07327855 -0.00044046 -0.22207244 -0.08536161  0.02882838  0.01467807
 -0.03913654 -0.07098883  0.30794227  0.0441909  -0.17157021  0.06980862
  0.08247542  0.30128038  0.22391038 -0.0693198  -0.00325531 -0.02784699
  0.16963631 -0.23927243  0.09582665  0.10997106  0.2110076   0.08987795
  0.09116274 -0.12014892  0.06068417  0.1701892  -0.25701988  0.177837
  0.11379359 -0.11292533 -0.05699574  0.02172031  0.13152036  0.06803686
 -0.09381047 -0.17869847  0.16476251 -0.10276511 -0.00920794  0.09037638
 -0.1171894  -0.13090076 -0.34597969  0.06952806  0.33881277  0.09461974
 -0.17927788  0.04795182 -0.02501175 -0.00745779 -0.00997911  0.03763822
 -0.12673476 -0.07474551 -0.03758724  0.05606771  0.18811224  0.04670995
 -0.10663883  0.17197098  0.02272702 -0.03531496  0.00879258  0.09967886
 -0.14916886 -0.07733844 -0.12598175 -0.00278327  0.04380345 -0.08927862
  0.05120263  0.13633837 -0.17798291  0.2112571  -0.01920502 -0.02827183
 -0.03854381  0.0695619  -0.09815896  0.00405431  0.14926687 -0.21866918
  0.2815879   0.19031981  0.00551665  0.06590799  0.07079602  0.00469533
  0.01357818  0.12179518 -0.0927288  -0.11498769 -0.04092835 -0.07292142
  0.10641538  0.11287516]",['7293342488759225602.mp4_scene_2'],1,['7293342488759225602'],1
face_46,"[-5.93579635e-02  9.81724039e-02  5.86985052e-02 -1.06823221e-01
 -9.74831134e-02  1.96914375e-02 -9.71975476e-02  1.08173918e-02
  1.95573688e-01 -6.95949122e-02  1.61217541e-01 -6.53429702e-03
 -2.20243067e-01  7.68071860e-02 -5.83284833e-02  8.71942416e-02
 -1.78048104e-01 -8.66982713e-02 -6.95427358e-02 -1.45130217e-01
  2.86691636e-03  8.37089419e-02  1.92241073e-02  3.04315612e-02
 -1.10947803e-01 -2.64134616e-01 -2.94252932e-02 -1.44580215e-01
  6.07858859e-02 -2.00409576e-01  2.67231241e-02 -1.26457214e-03
 -1.42629296e-01 -3.16165388e-04 -1.87160224e-02 -1.67345591e-02
 -5.09780869e-02 -8.89305249e-02  2.94617057e-01  5.76290339e-02
 -1.30480081e-01  2.68652588e-02  8.43446702e-03  3.26332748e-01
  2.14340463e-01  5.79598732e-03  4.32189554e-03 -1.23976469e-02
  1.92535013e-01 -3.23674262e-01  8.62626657e-02  1.78819537e-01
  5.63590117e-02  5.29456437e-02  1.16698533e-01 -1.91820294e-01
 -4.09111381e-03  1.13095507e-01 -1.03009537e-01  1.49252161e-01
  9.48687792e-02 -4.81060073e-02 -3.92192230e-02 -8.35075825e-02
  1.88197181e-01  5.16530052e-02 -1.04216620e-01 -1.69082195e-01
  8.81047398e-02 -1.17194042e-01 -5.32328114e-02  1.13075055e-01
 -1.18083835e-01 -1.54947579e-01 -1.77841514e-01  8.14111382e-02
  3.18423271e-01  1.43164724e-01 -1.71804935e-01  5.21926247e-02
 -6.71353787e-02 -4.20329124e-02  3.94471437e-02  4.76935431e-02
 -4.59709391e-02 -4.93337661e-02 -7.40587711e-02  5.17104566e-03
  2.01610178e-01 -2.86645591e-02 -3.95903289e-02  1.92140430e-01
 -1.96409784e-02 -2.30978429e-03 -9.84261557e-03  4.26368564e-02
 -1.67367995e-01  1.59591436e-03 -9.97363403e-02  1.59757435e-02
  6.35744035e-02 -9.97089744e-02 -4.92048115e-02  9.25828069e-02
 -2.27038562e-01  2.07331732e-01 -5.96929044e-02 -3.97104919e-02
 -4.57269698e-02  1.69510692e-02 -9.55625549e-02  4.34894562e-02
  2.30462730e-01 -2.50759244e-01  2.17063919e-01  1.78235501e-01
  5.82319871e-02  1.41620353e-01  5.69926351e-02  4.58507240e-02
  1.23385787e-02  7.44711757e-02 -1.66067123e-01 -1.29525304e-01
 -3.13967243e-02  6.58398122e-03 -1.84698254e-02  4.67826501e-02]",['7292514451108973826.mp4_scene_1'],1,['7292514451108973826'],1
face_41,"[-0.10972117  0.09198678  0.03739537 -0.01641938 -0.10939164 -0.01157627
 -0.05080209 -0.07455151  0.17106971  0.00587995  0.10976725 -0.01782838
 -0.1843005   0.01763355 -0.08506969  0.11117935 -0.1588762  -0.12166675
 -0.05737955 -0.06146174  0.00279395  0.03677155  0.00067667  0.01740276
 -0.17565009 -0.31248131 -0.05835689 -0.11066418  0.05115524 -0.12993026
  0.04133615 -0.01060661 -0.20394695 -0.08308538  0.02538506  0.05903619
  0.01202989 -0.01607817  0.23270205  0.10424462 -0.19194567  0.10576969
  0.01657571  0.34682965  0.1286473   0.0733062   0.0303536  -0.05972828
  0.1592083  -0.22517274  0.09986904  0.15707615  0.11979261 -0.01256099
  0.03954563 -0.102385    0.03430247  0.10303381 -0.24820358  0.16439822
  0.17648506 -0.01764702  0.0078425   0.01868535  0.17575064  0.07199024
 -0.0650769  -0.11770001  0.1729019  -0.12683231 -0.04398794 -0.02755444
 -0.07716379 -0.15262957 -0.34310043  0.07490994  0.41317421  0.10086647
 -0.16970053  0.03427522 -0.09917258  0.02366835  0.05217658  0.03065044
 -0.11355422 -0.02416328 -0.07065923  0.01154681  0.22803833  0.03921539
 -0.05106583  0.15947658  0.0360944  -0.04004583  0.03023623  0.0546404
 -0.16327402 -0.03090161 -0.10559908  0.00123869  0.04331984 -0.07634927
  0.06215899  0.16497891 -0.24994308  0.17005014 -0.01685315 -0.08481921
 -0.00973476  0.13070613 -0.14295457 -0.06069057  0.17714027 -0.22529753
  0.25133204  0.19544673  0.03923893  0.08827128  0.0860984   0.02911368
  0.0120187   0.11215601 -0.09697224 -0.15219936 -0.01487682 -0.03156094
  0.0676872   0.10036381]",['7293342488759225602.mp4_scene_2'],1,['7293342488759225602'],1
face_9,"[-6.09088838e-02 -5.48364222e-03 -2.75999568e-02 -6.78876042e-02
 -5.46425581e-05 -1.33428007e-01  2.40694731e-03 -4.61991057e-02
  1.45165160e-01 -8.66268128e-02  9.85375270e-02 -1.46303643e-02
 -2.43900940e-01 -5.43680601e-02  3.71094570e-02  5.34205437e-02
 -1.42396331e-01 -1.42963737e-01 -1.26441225e-01 -1.45834655e-01
  6.58690408e-02  4.79110330e-02  1.08319506e-01  5.63997030e-03
 -1.35713875e-01 -3.49178761e-01 -1.45889401e-01 -1.38511941e-01
  6.91485777e-02 -1.30361781e-01 -2.79585291e-02 -1.59105659e-02
 -1.71514064e-01 -7.05179423e-02  2.01510042e-02  2.46190559e-02
 -7.90797174e-04 -1.17394648e-01  2.00205311e-01  1.24932557e-01
 -1.63181841e-01  1.84408128e-02 -1.89706460e-02  2.51997650e-01
  2.32485324e-01  4.65351455e-02  3.44876647e-02 -8.73332918e-02
  1.17745534e-01 -2.43954241e-01  1.50254533e-01  1.56805262e-01
  5.19043691e-02  6.93135634e-02  1.30148157e-01 -1.37201488e-01
  2.90159285e-02  1.16853774e-01 -1.95935503e-01  1.23688616e-01
  4.83341441e-02 -6.81455731e-02 -2.93209963e-03 -9.96524841e-03
  1.09577216e-01  7.47806579e-02 -1.03476897e-01 -7.32262209e-02
  1.42012924e-01 -1.97601452e-01 -2.37183794e-02 -5.30820340e-04
 -1.05220325e-01 -2.01773793e-01 -2.54050463e-01  5.22130281e-02
  2.88816154e-01  1.72493070e-01 -1.25289038e-01  8.86992812e-02
 -1.14369214e-01  3.23179364e-03  9.44992006e-02  9.37593132e-02
 -7.73482397e-02  2.03829706e-02 -8.20634291e-02  3.97305191e-02
  1.55728310e-01 -2.05683708e-02 -8.89760405e-02  2.27990061e-01
 -8.68756473e-02  6.74130023e-02  9.21730846e-02  8.93593356e-02
 -1.57052696e-01 -4.19660099e-02 -6.09805435e-02 -3.77628207e-03
  9.48808044e-02 -1.78123415e-01 -4.21212167e-02  6.34096712e-02
 -1.57913342e-01  1.01626486e-01 -3.42559963e-02 -5.28921783e-02
 -4.88782302e-02 -3.41770947e-02 -5.90228215e-02 -2.26114988e-02
  8.85619000e-02 -2.56090790e-01  2.52360970e-01  2.81261206e-01
 -1.61874741e-02  2.00703397e-01  4.01937068e-02  3.28782052e-02
  1.47304833e-02 -3.17834318e-02 -1.40788093e-01 -6.93994015e-02
 -2.00355016e-02  1.40901431e-01  1.35040283e-03  5.34197018e-02]",['7295696458861317377.mp4_scene_6'],1,['7295696458861317377'],1
face_15,"[-0.13714221  0.11918888  0.01608682 -0.08531582 -0.04812843 -0.01102029
  0.01430477 -0.06361125  0.16600917 -0.01766087  0.24407446  0.09553118
 -0.22634292 -0.14239843 -0.00874076  0.06366949 -0.10784592 -0.16942464
 -0.04983703 -0.06112211  0.09420705  0.01789901 -0.04602922  0.02693401
 -0.17603137 -0.35595858 -0.07260167 -0.07079197  0.00939628 -0.14628026
  0.0844976  -0.00760443 -0.22383308 -0.04290637 -0.02497362  0.06018646
 -0.0246968  -0.02662287  0.09199554  0.06750326 -0.16218725  0.01221411
  0.04788076  0.30480441  0.17379209  0.04437636  0.05829504 -0.06406428
  0.07044629 -0.28527904  0.06804465  0.14573993  0.04938663  0.03889304
  0.06453021 -0.10644142 -0.02072218  0.10078357 -0.23293979  0.11659969
  0.04561988  0.00685987 -0.07152697 -0.02017597  0.15633565  0.12054785
 -0.13402325 -0.08964395  0.12113325 -0.18286981 -0.0467247   0.08157343
 -0.0842392  -0.22990838 -0.22798374  0.11709234  0.42138422  0.17602539
 -0.14292671 -0.01624329 -0.13408946  0.02287585  0.08534628 -0.03463714
 -0.0664095  -0.02301209 -0.14420226  0.09741925  0.24478889  0.06771684
 -0.03380274  0.24593058  0.00813178  0.01289841  0.00846725  0.11957821
 -0.112333    0.00548749 -0.11994526 -0.07407877  0.05680546 -0.04590002
  0.02014316  0.12098306 -0.1326455   0.16879043  0.04189457 -0.00179552
  0.00317132  0.02765784 -0.08999501 -0.05329557  0.08623511 -0.17944053
  0.24397083  0.17641479  0.04283337  0.10396861  0.07703269 -0.00615352
 -0.00567104 -0.1148173  -0.09508777 -0.05265675 -0.01393913 -0.03367982
  0.07102454 -0.04217034]",['7293863025751133442.mp4_scene_2'],1,['7293863025751133442'],1
